,AGG,TARGET,SCORING_PREDICT,AMT_GOODS_PRICE,AMT_CREDIT,AMT_ANNUITY,AMT_INCOME_TOTAL,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_EMPLOYED_PERCENT,REGION_POPULATION_RELATIVE,CNT_CHILDREN,AMT_CREDIT_qcut,DAYS_BIRTH_qcut,ANNUITY_INCOME_PERCENT_qcut
375,max,0.0,99.0,675000.0,254700.0,30357.0,945000.0,0.1,38.0,25196.0,17546.0,0.72,0.07,3.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
376,mean,0.0,96.21887213847013,191414.6158570631,207773.34394193187,17328.96035734227,79046.63372417644,0.22035734226688986,12.62534896705751,23338.2936906756,327.75153545505304,0.014209938581797874,0.021044109436069495,0.017308766052484645,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
377,min,0.0,67.0,49500.0,54000.0,5391.0,26100.0,0.2,8.0,20588.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
378,q10,0.0,92.0,126000.0,135000.0,10206.0,45000.0,0.2,10.0,21274.0,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
379,q25,0.0,96.0,155250.0,170640.0,13167.0,58500.0,0.21,10.0,22221.0,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
380,median,0.0,97.0,225000.0,225000.0,16132.0,72000.0,0.22,10.0,23760.0,0.0,0.0,0.02,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
381,q75,0.0,98.0,225000.0,247275.0,23026.0,103500.0,0.23,15.0,24507.5,0.0,0.0,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
382,q90,0.0,99.0,225000.0,254700.0,24939.0,112500.0,0.24,18.0,24817.0,0.0,0.0,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
383,max,0.0,99.0,252000.0,254700.0,30357.0,135000.0,0.25,28.0,25197.0,16133.0,0.66,0.07,3.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.19, 0.25]"
384,mean,0.0,96.19390862944162,182214.21319796954,198104.90659898476,15475.262605752961,92519.69475465313,0.1676954314720828,13.67580372250423,23130.42233502538,530.2490693739425,0.023634517766497474,0.021255499153976735,0.012182741116751269,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
385,min,0.0,51.0,0.0,45000.0,4329.0,26100.0,0.15,8.0,20581.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
386,q10,0.0,92.0,112500.0,119925.0,8901.0,54000.0,0.15,10.0,21162.0,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
387,q25,0.0,95.0,135000.0,156384.0,11090.0,67500.0,0.15,10.0,21935.0,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
388,median,0.0,97.0,202500.0,219870.0,14350.0,90000.0,0.17,12.0,23313.0,0.0,0.0,0.02,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
389,q75,0.0,98.0,225000.0,241618.0,20106.0,112500.0,0.18,18.0,24322.0,0.0,0.0,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
390,q90,0.0,99.0,225000.0,254700.0,24224.8,135000.0,0.19,20.0,24758.2,1134.7999999999997,0.05,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
391,max,0.0,99.0,252000.0,254700.0,30357.0,202500.0,0.19,36.0,25201.0,16607.0,0.71,0.07,4.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.14, 0.19]"
392,mean,0.0,96.36387782204515,202172.30345285524,218428.27025232403,19604.002656042496,62403.425630810096,0.32339973439574754,11.55378486055777,23442.284860557767,311.2058432934927,0.013924302788844614,0.021022576361221946,0.013944223107569721,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
393,min,0.0,60.0,76500.0,81549.0,6764.0,26100.0,0.26,8.0,20605.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
394,q10,0.0,93.0,135000.0,152820.0,12564.0,39150.0,0.26,10.0,21331.5,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
395,q25,0.0,96.0,180000.0,193572.0,15016.0,46800.0,0.2725,10.0,22372.5,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
396,median,0.0,97.0,225000.0,239850.0,21920.0,63000.0,0.305,10.0,23884.0,0.0,0.0,0.02,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
397,q75,0.0,98.0,225000.0,247275.0,23720.0,76500.0,0.35,12.0,24621.0,0.0,0.0,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
398,q90,0.0,99.0,225000.0,254700.0,24939.0,90000.0,0.4,17.0,24816.5,0.0,0.0,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
399,max,0.0,99.0,252000.0,254700.0,29650.0,112500.0,0.82,28.0,25197.0,16538.0,0.67,0.07,2.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.25, 2.0]"
400,mean,0.0,92.19908987485779,283491.1638225256,324328.4285172545,18690.31854379977,151009.4622677285,0.12439893818733443,18.389078498293514,15889.613576033371,2602.307546454304,0.16393249905195256,0.021331058020478064,0.5263557072430792,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
401,min,0.0,33.0,0.0,254799.0,7947.0,67500.0,0.11,8.0,14546.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
402,q10,0.0,83.0,225000.0,270000.0,13500.0,112500.0,0.11,13.0,14797.6,319.20000000000005,0.02,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
403,q25,0.0,90.0,238500.0,281938.0,14796.0,112500.0,0.11,15.0,15190.0,879.0,0.06,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
404,median,0.0,95.0,270000.0,315000.0,17302.0,135000.0,0.12,19.0,15844.0,1897.0,0.12,0.02,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
405,q75,0.0,97.0,315000.0,360000.0,21182.0,180000.0,0.13,20.0,16583.0,3625.0,0.23,0.03,1.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
406,q90,0.0,98.0,360000.0,402214.0,26078.0,207000.0,0.14,23.0,17043.4,6055.800000000001,0.39,0.04,2.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
407,max,0.0,99.0,900000.0,432567.0,46210.0,360000.0,0.14,37.0,17364.0,10551.0,0.62,0.07,5.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.1, 0.14]"
408,mean,0.0,93.26479338842975,275146.9874380165,312101.7517355372,16138.168264462809,216077.30842975207,0.07927933884297568,20.359669421487602,15899.926280991736,2683.5514049586777,0.16886280991735458,0.021712396694215142,0.547107438016529,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
409,min,0.0,37.0,0.0,254799.0,6894.0,67500.0,0.02,8.0,14546.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
410,q10,0.0,85.0,225000.0,270000.0,12002.0,135000.0,0.05,15.0,14831.0,350.40000000000003,0.02,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
411,q25,0.0,92.0,238500.0,270000.0,13500.0,157500.0,0.07,18.0,15201.0,897.0,0.06,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
412,median,0.0,95.0,270000.0,298512.0,14625.0,202500.0,0.08,20.0,15864.0,1962.0,0.12,0.02,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
413,q75,0.0,97.0,292500.0,343800.0,18212.0,247500.0,0.1,21.0,16607.0,3872.0,0.24,0.03,1.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
414,q90,0.0,98.0,351000.0,382500.0,21587.999999999996,315000.0,0.1,26.0,17029.0,6374.599999999999,0.4,0.04,2.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
415,max,0.0,99.0,855000.0,432567.0,43362.0,1350000.0,0.1,38.0,17366.0,10439.0,0.61,0.07,5.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
416,mean,0.0,90.46240276577355,282080.3802938634,324442.45203111495,22470.868625756266,102294.41573033707,0.22090751944684422,15.554883318928264,15901.634399308557,2339.8634399308557,0.14729472774416635,0.018530682800345692,0.4606741573033708,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
417,min,0.0,34.0,171000.0,254799.0,9981.0,42750.0,0.2,8.0,14546.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
418,q10,0.0,78.0,225000.0,269550.0,14620.0,67500.0,0.2,9.0,14809.6,306.6,0.02,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
419,q25,0.0,88.0,238500.0,284400.0,17096.0,78750.0,0.21,13.0,15177.0,693.0,0.04,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
420,median,0.0,93.0,270000.0,314100.0,21420.0,90000.0,0.22,15.0,15914.0,1647.0,0.1,0.02,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
421,q75,0.0,96.0,315000.0,360000.0,27068.0,121500.0,0.23,19.0,16568.0,3285.0,0.21,0.02,1.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
422,q90,0.0,98.0,360000.0,403250.0,31572.2,135000.0,0.25,21.0,17047.4,5236.600000000002,0.34,0.03,1.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
423,max,0.0,99.0,432000.0,432567.0,50733.0,225000.0,0.25,36.0,17366.0,10235.0,0.6,0.07,4.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.19, 0.25]"
424,mean,0.0,91.95381443298969,287004.28618556703,324786.4313402062,19894.555463917524,120676.07505154639,0.16534020618556775,17.4,15897.36206185567,2594.0362886597936,0.16306391752577254,0.020173195876288946,0.5138144329896908,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
425,min,0.0,42.0,0.0,254799.0,8793.0,49550.0,0.15,8.0,14547.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
426,q10,0.0,82.0,225000.0,269982.0,13500.0,90000.0,0.15,10.0,14781.0,298.0,0.02,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
427,q25,0.0,90.0,238500.0,277970.0,15750.0,90000.0,0.15,14.0,15193.0,800.0,0.05,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
428,median,0.0,95.0,270000.0,315000.0,18886.0,112500.0,0.16,18.0,15844.0,1829.0,0.12,0.02,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
429,q75,0.0,97.0,328500.0,360000.0,22648.0,135000.0,0.18,20.0,16606.0,3670.0,0.23,0.03,1.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
430,q90,0.0,98.0,360000.0,405000.0,28507.599999999995,180000.0,0.19,22.0,17075.6,6303.0,0.4,0.04,2.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
431,max,0.0,99.0,432000.0,432567.0,49428.0,315000.0,0.19,38.0,17365.0,10303.0,0.6,0.07,4.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.14, 0.19]"
432,mean,0.0,90.29352517985612,293374.1007194245,329948.18848920864,25115.408633093524,81480.36115107914,0.3172805755395685,14.141007194244605,15860.461870503597,2406.6273381294964,0.15169784172661877,0.018964028776978198,0.5151079136690647,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
433,min,0.0,41.0,180000.0,255830.0,10476.0,27968.0,0.26,8.0,14551.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
434,q10,0.0,79.0,225000.0,269550.0,16136.4,45000.0,0.26,9.0,14800.2,219.00000000000009,0.01,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
435,q25,0.0,87.0,247500.0,284400.0,19134.0,67500.0,0.27,10.0,15145.0,678.5,0.04,0.01,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
436,median,0.0,93.0,283500.0,318528.0,24813.0,76500.0,0.3,14.0,15808.0,1660.0,0.1,0.02,0.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
437,q75,0.0,97.0,328500.0,370615.5,29958.5,90000.0,0.34,17.0,16530.5,3377.0,0.21,0.03,1.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
438,q90,0.0,98.0,360000.0,406512.00000000006,35456.40000000001,112500.0,0.4,20.0,17067.6,5702.600000000002,0.36,0.03,2.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
439,max,0.0,99.0,427500.0,432567.0,50319.0,184500.0,0.63,28.0,17361.0,10640.0,0.62,0.07,4.0,"(254700.0, 432567.0]","(14545.0, 17366.0]","(0.25, 2.0]"
440,mean,0.0,93.1128,283451.2312,323628.7272,17880.4136,143969.7984,0.12476800000000018,19.1552,19001.8336,2808.866,0.148896,0.0212320000000003,0.1272,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
441,min,0.0,54.0,0.0,254799.0,7893.0,58500.0,0.11,8.0,17367.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
442,q10,0.0,85.0,225000.0,270000.0,12753.9,99000.0,0.11,13.0,17700.8,0.0,0.0,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
443,q25,0.0,92.0,238500.0,278460.0,13996.0,112500.0,0.12,16.0,18188.75,511.0,0.03,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
444,median,0.0,95.0,270000.0,315000.0,16875.0,135000.0,0.12,20.0,19047.5,1784.5,0.1,0.02,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
445,q75,0.0,97.0,315000.0,360000.0,20250.0,157500.0,0.13,21.0,19806.25,4034.0,0.22,0.03,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
446,q90,0.0,98.0,360000.0,401386.0,24971.0,202500.0,0.14,26.0,20259.2,7298.599999999998,0.39,0.04,1.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
447,max,0.0,99.0,900000.0,432567.0,44888.0,405000.0,0.14,38.0,20579.0,13195.0,0.66,0.07,4.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.1, 0.14]"
448,mean,0.0,93.74464944649446,276025.1741697417,313974.36457564577,15738.79225092251,209377.2516605166,0.0801254612546128,20.983025830258303,18951.753136531366,2820.7158671586717,0.14968634686346807,0.022416974169741945,0.13690036900369004,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
449,min,0.0,37.0,0.0,254799.0,0.0,76500.0,0.0,0.0,17368.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
450,q10,0.0,87.0,225000.0,270000.0,11091.2,135000.0,0.05,15.0,17645.8,0.0,0.0,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
451,q25,0.0,92.0,238500.0,270000.0,13500.0,157500.0,0.07,19.0,18133.25,623.5,0.03,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
452,median,0.0,96.0,270000.0,301500.0,14604.5,180000.0,0.08,20.0,18973.5,1804.5,0.1,0.02,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
453,q75,0.0,98.0,306000.0,343800.0,17844.0,225000.0,0.1,23.0,19726.0,4005.75,0.21,0.03,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
454,q90,0.0,98.0,355500.0,386978.0,21197.3,315000.0,0.1,27.0,20230.0,7226.4,0.38,0.04,1.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
455,max,0.0,99.0,810000.0,432567.0,42300.0,2025000.0,0.1,40.0,20579.0,13621.0,0.67,0.07,4.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
456,mean,0.0,92.44937694704049,288210.05529595015,327003.29828660435,21757.63707165109,98653.73442367601,0.22159657320872236,16.25545171339564,19035.42133956386,2569.510124610592,0.13619937694704048,0.019805295950155826,0.12850467289719625,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
457,min,0.0,45.0,0.0,255429.0,7250.0,32400.0,0.2,8.0,17376.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
458,q10,0.0,84.0,225000.0,269550.0,13981.6,67500.0,0.2,10.0,17701.1,0.0,0.0,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
459,q25,0.0,90.75,247500.0,284256.0,16472.0,72000.0,0.21,13.0,18234.75,325.0,0.02,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
460,median,0.0,95.0,270000.0,315000.0,20250.0,90000.0,0.22,16.0,19059.5,1637.5,0.09,0.02,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
461,q75,0.0,97.0,319500.0,364896.0,26784.0,112500.0,0.24,20.0,19907.0,3751.5,0.2,0.03,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
462,q90,0.0,98.0,360000.0,405000.0,30542.30000000001,135000.0,0.25,23.0,20273.2,6537.100000000001,0.3470000000000004,0.03,1.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
463,max,0.0,99.0,432000.0,432567.0,51368.0,225000.0,0.25,37.0,20579.0,12795.0,0.66,0.07,7.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.19, 0.25]"
464,mean,0.0,92.70639899623589,288823.2304475115,326610.8055207026,19332.18485989126,117288.2183186951,0.16559180259305753,18.05353408615642,19046.10748640736,2566.0238393977415,0.1358092848180677,0.020518611459640592,0.13843580092011712,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
465,min,0.0,40.0,0.0,254799.0,7672.0,40149.0,0.15,8.0,17368.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
466,q10,0.0,84.0,225000.0,270000.0,13437.0,81000.0,0.15,11.0,17747.0,0.0,0.0,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
467,q25,0.0,91.0,238500.0,283500.0,15252.5,90000.0,0.15,15.0,18255.0,399.0,0.02,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
468,median,0.0,95.0,270000.0,315000.0,18000.0,112500.0,0.16,19.0,19122.0,1564.0,0.08,0.02,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
469,q75,0.0,97.0,337500.0,364500.0,21780.0,135000.0,0.18,20.0,19852.0,3576.0,0.19,0.03,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
470,q90,0.0,98.0,364500.0,405000.0,27792.0,159300.0,0.19,23.0,20259.0,6915.0,0.36,0.03,1.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
471,max,0.0,99.0,432000.0,432567.0,48064.0,315000.0,0.19,38.0,20575.0,13529.0,0.66,0.07,4.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.14, 0.19]"
472,mean,0.0,92.41333333333333,291233.7103030303,329817.73333333334,23878.30787878788,76612.08484848485,0.3216242424242425,15.088484848484848,19084.570909090908,2391.9551515151516,0.12653333333333347,0.020533333333333147,0.11878787878787879,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
473,min,0.0,48.0,171000.0,254799.0,8752.0,27000.0,0.26,8.0,17380.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
474,q10,0.0,83.0,225000.0,269550.0,14201.6,45000.0,0.26,9.0,17799.4,0.0,0.0,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
475,q25,0.0,90.0,238500.0,284256.0,18054.0,54000.0,0.27,10.0,18364.0,107.0,0.01,0.01,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
476,median,0.0,95.0,274500.0,323388.0,23139.0,72000.0,0.3,14.0,19097.0,1255.0,0.07,0.02,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
477,q75,0.0,97.0,337500.0,371862.0,29187.0,90000.0,0.34,19.0,19856.0,3302.0,0.17,0.03,0.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
478,q90,0.0,98.0,360000.0,405000.0,34574.0,112500.0,0.40600000000000025,22.0,20292.4,7114.400000000003,0.38,0.03,1.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
479,max,0.0,99.0,432000.0,432567.0,47038.0,166500.0,0.76,35.0,20578.0,13003.0,0.66,0.07,2.0,"(254700.0, 432567.0]","(17366.0, 20579.0]","(0.25, 2.0]"
480,mean,0.0,90.6869090909091,278028.25418181816,319464.5287272727,18866.39018181818,151697.2730909091,0.12498909090909109,17.88690909090909,13146.254545454545,2058.484,0.15635272727272642,0.02033454545454571,0.8650909090909091,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
481,min,0.0,43.0,0.0,254799.0,7371.0,59400.0,0.11,8.0,11795.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
482,q10,0.0,80.0,225000.0,270000.0,13500.0,112500.0,0.11,12.900000000000034,12040.8,330.80000000000007,0.03,0.01,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
483,q25,0.0,88.0,238500.0,273636.0,14922.0,112500.0,0.12,15.0,12435.25,762.25,0.06,0.01,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
484,median,0.0,93.0,270000.0,314055.0,17870.0,135000.0,0.12,19.0,13150.0,1589.0,0.12,0.02,1.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
485,q75,0.0,96.0,315000.0,355536.0,21442.0,180000.0,0.14,20.0,13814.0,2985.0,0.23,0.03,1.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
486,q90,0.0,98.0,360000.0,396224.49999999994,25975.79999999999,212338.79999999964,0.14,22.0,14267.1,4587.1,0.35,0.04,2.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
487,max,0.0,99.0,432000.0,432567.0,48834.0,360000.0,0.14,38.0,14545.0,7866.0,0.54,0.07,6.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.1, 0.14]"
488,mean,0.0,92.6438229870928,273133.19606637984,308546.6831591887,16214.649969268592,214595.45636140136,0.07998770743700111,20.082360172095882,13194.480639213276,2129.8272894898587,0.16116164720344142,0.022596803933620447,0.8736939151813153,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
489,min,0.0,39.0,0.0,254799.0,6885.0,90000.0,0.01,8.0,11797.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
490,q10,0.0,84.0,225000.0,270000.0,12043.2,135000.0,0.05,14.0,12080.0,337.0,0.03,0.01,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
491,q25,0.0,91.0,238500.0,270000.0,13500.0,157500.0,0.07,18.0,12494.0,793.0,0.06,0.01,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
492,median,0.0,95.0,270000.0,288873.0,14447.5,202500.0,0.08,20.0,13221.5,1678.0,0.13,0.02,1.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
493,q75,0.0,97.0,283500.0,337500.0,18221.75,247500.0,0.1,21.0,13899.0,3110.75,0.24,0.03,1.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
494,q90,0.0,98.0,337500.0,382500.0,22174.800000000003,315000.0,0.1,26.0,14272.0,4627.700000000001,0.35,0.05,2.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
495,max,0.0,99.0,675000.0,432567.0,45464.0,1575000.0,0.1,38.0,14543.0,7646.0,0.54,0.07,5.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
496,mean,0.0,88.57308584686776,285542.92343387473,328105.24284609436,22852.49110595514,103913.87780355763,0.22077339520494893,15.403712296983759,13166.63882443929,2017.7238979118329,0.15317092034029403,0.01899458623356539,0.9048723897911833,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.19, 0.25]"
497,min,0.0,35.0,180000.0,255960.0,9410.0,40500.0,0.2,8.0,11797.0,0.0,0.0,0.0,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.19, 0.25]"
498,q10,0.0,76.0,225000.0,269550.0,15033.2,67500.0,0.2,9.0,12046.0,286.20000000000005,0.02,0.01,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.19, 0.25]"
499,q25,0.0,85.0,238500.0,283586.0,17640.0,81000.0,0.21,12.0,12505.0,723.0,0.06,0.01,0.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.19, 0.25]"
500,median,0.0,92.0,270000.0,315000.0,21748.0,94500.0,0.22,15.0,13192.0,1566.0,0.12,0.02,1.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.19, 0.25]"
501,q75,0.0,96.0,315000.0,364896.0,27580.0,126000.0,0.23,19.0,13855.0,2927.0,0.22,0.03,2.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.19, 0.25]"
502,q90,0.0,98.0,360000.0,405000.0,31570.599999999995,135000.0,0.24,21.0,14232.8,4447.8,0.34,0.03,2.0,"(254700.0, 432567.0]","(11794.0, 14545.0]","(0.19, 0.25]"
